"pair_id","sample_a_1","sample_b_1","count_1","sample_a_2","sample_b_2","count_2","diff","abs_diff","rel_diff"
"CDIF_SB_107||CDIF_SB_171","CDIF_SB_107","CDIF_SB_171",15242,"CDIF_SB_107","CDIF_SB_171",15242,0,0,0
"CDIF_SB_107||CDIF_SB_172","CDIF_SB_107","CDIF_SB_172",15421,"CDIF_SB_107","CDIF_SB_172",15421,0,0,0
"CDIF_SB_107||CDIF_SB_178","CDIF_SB_107","CDIF_SB_178",15233,"CDIF_SB_107","CDIF_SB_178",15233,0,0,0
"CDIF_SB_107||CDIF_SB_180","CDIF_SB_107","CDIF_SB_180",15421,"CDIF_SB_107","CDIF_SB_180",15421,0,0,0
"CDIF_SB_107||CDIF_SB_187","CDIF_SB_107","CDIF_SB_187",15250,"CDIF_SB_107","CDIF_SB_187",15250,0,0,0
"CDIF_SB_107||CDIF_SB_192","CDIF_SB_107","CDIF_SB_192",15242,"CDIF_SB_107","CDIF_SB_192",15242,0,0,0
"CDIF_SB_107||CDIF_SB_194","CDIF_SB_107","CDIF_SB_194",9346,"CDIF_SB_107","CDIF_SB_194",9346,0,0,0
"CDIF_SB_107||CDIF_SB_195","CDIF_SB_107","CDIF_SB_195",12839,"CDIF_SB_107","CDIF_SB_195",12839,0,0,0
"CDIF_SB_107||CDIF_SB_196","CDIF_SB_107","CDIF_SB_196",15251,"CDIF_SB_107","CDIF_SB_196",15251,0,0,0
"CDIF_SB_107||CDIF_SB_197","CDIF_SB_107","CDIF_SB_197",15363,"CDIF_SB_107","CDIF_SB_197",15363,0,0,0
"CDIF_SB_107||CDIF_SB_20","CDIF_SB_107","CDIF_SB_20",15230,"CDIF_SB_107","CDIF_SB_20",15230,0,0,0
"CDIF_SB_107||CDIF_SB_200","CDIF_SB_107","CDIF_SB_200",15241,"CDIF_SB_107","CDIF_SB_200",15241,0,0,0
"CDIF_SB_107||CDIF_SB_208","CDIF_SB_107","CDIF_SB_208",16456,"CDIF_SB_107","CDIF_SB_208",16456,0,0,0
"CDIF_SB_107||CDIF_SB_209","CDIF_SB_107","CDIF_SB_209",15398,"CDIF_SB_107","CDIF_SB_209",15398,0,0,0
"CDIF_SB_107||CDIF_SB_21","CDIF_SB_107","CDIF_SB_21",15780,"CDIF_SB_107","CDIF_SB_21",15780,0,0,0
"CDIF_SB_107||CDIF_SB_213","CDIF_SB_107","CDIF_SB_213",15248,"CDIF_SB_107","CDIF_SB_213",15248,0,0,0
"CDIF_SB_107||CDIF_SB_215","CDIF_SB_107","CDIF_SB_215",15250,"CDIF_SB_107","CDIF_SB_215",15250,0,0,0
"CDIF_SB_107||CDIF_SB_217","CDIF_SB_107","CDIF_SB_217",15783,"CDIF_SB_107","CDIF_SB_217",15783,0,0,0
"CDIF_SB_107||CDIF_SB_235","CDIF_SB_107","CDIF_SB_235",15245,"CDIF_SB_107","CDIF_SB_235",15245,0,0,0
"CDIF_SB_107||CDIF_SB_238","CDIF_SB_107","CDIF_SB_238",9345,"CDIF_SB_107","CDIF_SB_238",9345,0,0,0
"CDIF_SB_107||CDIF_SB_247","CDIF_SB_107","CDIF_SB_247",15251,"CDIF_SB_107","CDIF_SB_247",15251,0,0,0
"CDIF_SB_107||CDIF_SB_257","CDIF_SB_107","CDIF_SB_257",15471,"CDIF_SB_107","CDIF_SB_257",15471,0,0,0
"CDIF_SB_107||CDIF_SB_259","CDIF_SB_107","CDIF_SB_259",15247,"CDIF_SB_107","CDIF_SB_259",15247,0,0,0
"CDIF_SB_107||CDIF_SB_262","CDIF_SB_107","CDIF_SB_262",16312,"CDIF_SB_107","CDIF_SB_262",16312,0,0,0
"CDIF_SB_107||CDIF_SB_267","CDIF_SB_107","CDIF_SB_267",15233,"CDIF_SB_107","CDIF_SB_267",15233,0,0,0
"CDIF_SB_107||CDIF_SB_27","CDIF_SB_107","CDIF_SB_27",15781,"CDIF_SB_107","CDIF_SB_27",15781,0,0,0
"CDIF_SB_107||CDIF_SB_276","CDIF_SB_107","CDIF_SB_276",15177,"CDIF_SB_107","CDIF_SB_276",15177,0,0,0
"CDIF_SB_107||CDIF_SB_281","CDIF_SB_107","CDIF_SB_281",15859,"CDIF_SB_107","CDIF_SB_281",15859,0,0,0
"CDIF_SB_107||CDIF_SB_286","CDIF_SB_107","CDIF_SB_286",15235,"CDIF_SB_107","CDIF_SB_286",15235,0,0,0
"CDIF_SB_107||CDIF_SB_290","CDIF_SB_107","CDIF_SB_290",6679,"CDIF_SB_107","CDIF_SB_290",6679,0,0,0
"CDIF_SB_107||CDIF_SB_295","CDIF_SB_107","CDIF_SB_295",15872,"CDIF_SB_107","CDIF_SB_295",15872,0,0,0
"CDIF_SB_107||CDIF_SB_318","CDIF_SB_107","CDIF_SB_318",15483,"CDIF_SB_107","CDIF_SB_318",15483,0,0,0
"CDIF_SB_107||CDIF_SB_322","CDIF_SB_107","CDIF_SB_322",16453,"CDIF_SB_107","CDIF_SB_322",16453,0,0,0
"CDIF_SB_107||CDIF_SB_325","CDIF_SB_107","CDIF_SB_325",15248,"CDIF_SB_107","CDIF_SB_325",15248,0,0,0
"CDIF_SB_107||CDIF_SB_342","CDIF_SB_107","CDIF_SB_342",12985,"CDIF_SB_107","CDIF_SB_342",12985,0,0,0
"CDIF_SB_107||CDIF_SB_345","CDIF_SB_107","CDIF_SB_345",9414,"CDIF_SB_107","CDIF_SB_345",9414,0,0,0
"CDIF_SB_107||CDIF_SB_349","CDIF_SB_107","CDIF_SB_349",15241,"CDIF_SB_107","CDIF_SB_349",15241,0,0,0
"CDIF_SB_107||CDIF_SB_359","CDIF_SB_107","CDIF_SB_359",15177,"CDIF_SB_107","CDIF_SB_359",15177,0,0,0
"CDIF_SB_107||CDIF_SB_361","CDIF_SB_107","CDIF_SB_361",15250,"CDIF_SB_107","CDIF_SB_361",15250,0,0,0
"CDIF_SB_107||CDIF_SB_365","CDIF_SB_107","CDIF_SB_365",15250,"CDIF_SB_107","CDIF_SB_365",15250,0,0,0
"CDIF_SB_107||CDIF_SB_374","CDIF_SB_107","CDIF_SB_374",15522,"CDIF_SB_107","CDIF_SB_374",15522,0,0,0
"CDIF_SB_107||CDIF_SB_38","CDIF_SB_107","CDIF_SB_38",15250,"CDIF_SB_107","CDIF_SB_38",15250,0,0,0
"CDIF_SB_107||CDIF_SB_385","CDIF_SB_107","CDIF_SB_385",9454,"CDIF_SB_107","CDIF_SB_385",9454,0,0,0
"CDIF_SB_107||CDIF_SB_392","CDIF_SB_107","CDIF_SB_392",15182,"CDIF_SB_107","CDIF_SB_392",15182,0,0,0
"CDIF_SB_107||CDIF_SB_402","CDIF_SB_107","CDIF_SB_402",14359,"CDIF_SB_107","CDIF_SB_402",14359,0,0,0
"CDIF_SB_107||CDIF_SB_403","CDIF_SB_107","CDIF_SB_403",15249,"CDIF_SB_107","CDIF_SB_403",15249,0,0,0
"CDIF_SB_107||CDIF_SB_406","CDIF_SB_107","CDIF_SB_406",15231,"CDIF_SB_107","CDIF_SB_406",15231,0,0,0
"CDIF_SB_107||CDIF_SB_414","CDIF_SB_107","CDIF_SB_414",9344,"CDIF_SB_107","CDIF_SB_414",9344,0,0,0
"CDIF_SB_107||CDIF_SB_42","CDIF_SB_107","CDIF_SB_42",15250,"CDIF_SB_107","CDIF_SB_42",15250,0,0,0
"CDIF_SB_107||CDIF_SB_442","CDIF_SB_107","CDIF_SB_442",15872,"CDIF_SB_107","CDIF_SB_442",15872,0,0,0
"CDIF_SB_107||CDIF_SB_444","CDIF_SB_107","CDIF_SB_444",15110,"CDIF_SB_107","CDIF_SB_444",15110,0,0,0
"CDIF_SB_107||CDIF_SB_455","CDIF_SB_107","CDIF_SB_455",15250,"CDIF_SB_107","CDIF_SB_455",15250,0,0,0
"CDIF_SB_107||CDIF_SB_457","CDIF_SB_107","CDIF_SB_457",14592,"CDIF_SB_107","CDIF_SB_457",14592,0,0,0
"CDIF_SB_107||CDIF_SB_47","CDIF_SB_107","CDIF_SB_47",15364,"CDIF_SB_107","CDIF_SB_47",15364,0,0,0
"CDIF_SB_107||CDIF_SB_478","CDIF_SB_107","CDIF_SB_478",15232,"CDIF_SB_107","CDIF_SB_478",15232,0,0,0
"CDIF_SB_107||CDIF_SB_49","CDIF_SB_107","CDIF_SB_49",15240,"CDIF_SB_107","CDIF_SB_49",15240,0,0,0
"CDIF_SB_107||CDIF_SB_490","CDIF_SB_107","CDIF_SB_490",15253,"CDIF_SB_107","CDIF_SB_490",15253,0,0,0
"CDIF_SB_107||CDIF_SB_493","CDIF_SB_107","CDIF_SB_493",9454,"CDIF_SB_107","CDIF_SB_493",9454,0,0,0
"CDIF_SB_107||CDIF_SB_5","CDIF_SB_107","CDIF_SB_5",15472,"CDIF_SB_107","CDIF_SB_5",15472,0,0,0
"CDIF_SB_107||CDIF_SB_50","CDIF_SB_107","CDIF_SB_50",15399,"CDIF_SB_107","CDIF_SB_50",15399,0,0,0
"CDIF_SB_107||CDIF_SB_507","CDIF_SB_107","CDIF_SB_507",15295,"CDIF_SB_107","CDIF_SB_507",15295,0,0,0
"CDIF_SB_107||CDIF_SB_513","CDIF_SB_107","CDIF_SB_513",15244,"CDIF_SB_107","CDIF_SB_513",15244,0,0,0
"CDIF_SB_107||CDIF_SB_515","CDIF_SB_107","CDIF_SB_515",15359,"CDIF_SB_107","CDIF_SB_515",15359,0,0,0
"CDIF_SB_107||CDIF_SB_523","CDIF_SB_107","CDIF_SB_523",15241,"CDIF_SB_107","CDIF_SB_523",15241,0,0,0
"CDIF_SB_107||CDIF_SB_533","CDIF_SB_107","CDIF_SB_533",15679,"CDIF_SB_107","CDIF_SB_533",15679,0,0,0
"CDIF_SB_107||CDIF_SB_544","CDIF_SB_107","CDIF_SB_544",15640,"CDIF_SB_107","CDIF_SB_544",15640,0,0,0
"CDIF_SB_107||CDIF_SB_550","CDIF_SB_107","CDIF_SB_550",15246,"CDIF_SB_107","CDIF_SB_550",15246,0,0,0
"CDIF_SB_107||CDIF_SB_552","CDIF_SB_107","CDIF_SB_552",17282,"CDIF_SB_107","CDIF_SB_552",17282,0,0,0
"CDIF_SB_107||CDIF_SB_553","CDIF_SB_107","CDIF_SB_553",15854,"CDIF_SB_107","CDIF_SB_553",15854,0,0,0
"CDIF_SB_107||CDIF_SB_565","CDIF_SB_107","CDIF_SB_565",15399,"CDIF_SB_107","CDIF_SB_565",15399,0,0,0
"CDIF_SB_107||CDIF_SB_568","CDIF_SB_107","CDIF_SB_568",15240,"CDIF_SB_107","CDIF_SB_568",15240,0,0,0
"CDIF_SB_107||CDIF_SB_573","CDIF_SB_107","CDIF_SB_573",15262,"CDIF_SB_107","CDIF_SB_573",15262,0,0,0
"CDIF_SB_107||CDIF_SB_58","CDIF_SB_107","CDIF_SB_58",15246,"CDIF_SB_107","CDIF_SB_58",15246,0,0,0
"CDIF_SB_107||CDIF_SB_580","CDIF_SB_107","CDIF_SB_580",15558,"CDIF_SB_107","CDIF_SB_580",15558,0,0,0
"CDIF_SB_107||CDIF_SB_6","CDIF_SB_107","CDIF_SB_6",15363,"CDIF_SB_107","CDIF_SB_6",15363,0,0,0
"CDIF_SB_107||CDIF_SB_602","CDIF_SB_107","CDIF_SB_602",15367,"CDIF_SB_107","CDIF_SB_602",15367,0,0,0
"CDIF_SB_107||CDIF_SB_61","CDIF_SB_107","CDIF_SB_61",6679,"CDIF_SB_107","CDIF_SB_61",6679,0,0,0
"CDIF_SB_107||CDIF_SB_632","CDIF_SB_107","CDIF_SB_632",15110,"CDIF_SB_107","CDIF_SB_632",15110,0,0,0
"CDIF_SB_107||CDIF_SB_637","CDIF_SB_107","CDIF_SB_637",16014,"CDIF_SB_107","CDIF_SB_637",16014,0,0,0
"CDIF_SB_107||CDIF_SB_654","CDIF_SB_107","CDIF_SB_654",15246,"CDIF_SB_107","CDIF_SB_654",15246,0,0,0
"CDIF_SB_107||CDIF_SB_659","CDIF_SB_107","CDIF_SB_659",15110,"CDIF_SB_107","CDIF_SB_659",15110,0,0,0
"CDIF_SB_107||CDIF_SB_662","CDIF_SB_107","CDIF_SB_662",15782,"CDIF_SB_107","CDIF_SB_662",15782,0,0,0
"CDIF_SB_107||CDIF_SB_667","CDIF_SB_107","CDIF_SB_667",15371,"CDIF_SB_107","CDIF_SB_667",15371,0,0,0
"CDIF_SB_107||CDIF_SB_671","CDIF_SB_107","CDIF_SB_671",15252,"CDIF_SB_107","CDIF_SB_671",15252,0,0,0
"CDIF_SB_107||CDIF_SB_673","CDIF_SB_107","CDIF_SB_673",15239,"CDIF_SB_107","CDIF_SB_673",15239,0,0,0
"CDIF_SB_107||CDIF_SB_674","CDIF_SB_107","CDIF_SB_674",15461,"CDIF_SB_107","CDIF_SB_674",15461,0,0,0
"CDIF_SB_107||CDIF_SB_678","CDIF_SB_107","CDIF_SB_678",15398,"CDIF_SB_107","CDIF_SB_678",15398,0,0,0
"CDIF_SB_107||CDIF_SB_68","CDIF_SB_107","CDIF_SB_68",9417,"CDIF_SB_107","CDIF_SB_68",9417,0,0,0
"CDIF_SB_107||CDIF_SB_681","CDIF_SB_107","CDIF_SB_681",16975,"CDIF_SB_107","CDIF_SB_681",16975,0,0,0
"CDIF_SB_107||CDIF_SB_684","CDIF_SB_107","CDIF_SB_684",9603,"CDIF_SB_107","CDIF_SB_684",9603,0,0,0
"CDIF_SB_107||CDIF_SB_686","CDIF_SB_107","CDIF_SB_686",16940,"CDIF_SB_107","CDIF_SB_686",16940,0,0,0
"CDIF_SB_107||CDIF_SB_69","CDIF_SB_107","CDIF_SB_69",15358,"CDIF_SB_107","CDIF_SB_69",15358,0,0,0
"CDIF_SB_107||CDIF_SB_692","CDIF_SB_107","CDIF_SB_692",15251,"CDIF_SB_107","CDIF_SB_692",15251,0,0,0
"CDIF_SB_107||CDIF_SB_696","CDIF_SB_107","CDIF_SB_696",15246,"CDIF_SB_107","CDIF_SB_696",15246,0,0,0
"CDIF_SB_107||CDIF_SB_699","CDIF_SB_107","CDIF_SB_699",15472,"CDIF_SB_107","CDIF_SB_699",15472,0,0,0
"CDIF_SB_107||CDIF_SB_7","CDIF_SB_107","CDIF_SB_7",15251,"CDIF_SB_107","CDIF_SB_7",15251,0,0,0
"CDIF_SB_107||CDIF_SB_700","CDIF_SB_107","CDIF_SB_700",15245,"CDIF_SB_107","CDIF_SB_700",15245,0,0,0
"CDIF_SB_107||CDIF_SB_706","CDIF_SB_107","CDIF_SB_706",15251,"CDIF_SB_107","CDIF_SB_706",15251,0,0,0
"CDIF_SB_107||CDIF_SB_717","CDIF_SB_107","CDIF_SB_717",15252,"CDIF_SB_107","CDIF_SB_717",15252,0,0,0
"CDIF_SB_107||CDIF_SB_719","CDIF_SB_107","CDIF_SB_719",15252,"CDIF_SB_107","CDIF_SB_719",15252,0,0,0
"CDIF_SB_107||CDIF_SB_720","CDIF_SB_107","CDIF_SB_720",15250,"CDIF_SB_107","CDIF_SB_720",15250,0,0,0
"CDIF_SB_107||CDIF_SB_721","CDIF_SB_107","CDIF_SB_721",15229,"CDIF_SB_107","CDIF_SB_721",15229,0,0,0
"CDIF_SB_107||CDIF_SB_722","CDIF_SB_107","CDIF_SB_722",15246,"CDIF_SB_107","CDIF_SB_722",15246,0,0,0
"CDIF_SB_107||CDIF_SB_727","CDIF_SB_107","CDIF_SB_727",15453,"CDIF_SB_107","CDIF_SB_727",15453,0,0,0
"CDIF_SB_107||CDIF_SB_729","CDIF_SB_107","CDIF_SB_729",15783,"CDIF_SB_107","CDIF_SB_729",15783,0,0,0
"CDIF_SB_107||CDIF_SB_731","CDIF_SB_107","CDIF_SB_731",16311,"CDIF_SB_107","CDIF_SB_731",16311,0,0,0
"CDIF_SB_107||CDIF_SB_745","CDIF_SB_107","CDIF_SB_745",16313,"CDIF_SB_107","CDIF_SB_745",16313,0,0,0
"CDIF_SB_107||CDIF_SB_747","CDIF_SB_107","CDIF_SB_747",15250,"CDIF_SB_107","CDIF_SB_747",15250,0,0,0
"CDIF_SB_107||CDIF_SB_749","CDIF_SB_107","CDIF_SB_749",15252,"CDIF_SB_107","CDIF_SB_749",15252,0,0,0
"CDIF_SB_107||CDIF_SB_751","CDIF_SB_107","CDIF_SB_751",15323,"CDIF_SB_107","CDIF_SB_751",15323,0,0,0
"CDIF_SB_107||CDIF_SB_76","CDIF_SB_107","CDIF_SB_76",15252,"CDIF_SB_107","CDIF_SB_76",15252,0,0,0
"CDIF_SB_107||CDIF_SB_766","CDIF_SB_107","CDIF_SB_766",15299,"CDIF_SB_107","CDIF_SB_766",15299,0,0,0
"CDIF_SB_107||CDIF_SB_767","CDIF_SB_107","CDIF_SB_767",15252,"CDIF_SB_107","CDIF_SB_767",15252,0,0,0
"CDIF_SB_107||CDIF_SB_775","CDIF_SB_107","CDIF_SB_775",15250,"CDIF_SB_107","CDIF_SB_775",15250,0,0,0
"CDIF_SB_107||CDIF_SB_782","CDIF_SB_107","CDIF_SB_782",15235,"CDIF_SB_107","CDIF_SB_782",15235,0,0,0
"CDIF_SB_107||CDIF_SB_783","CDIF_SB_107","CDIF_SB_783",16312,"CDIF_SB_107","CDIF_SB_783",16312,0,0,0
"CDIF_SB_107||CDIF_SB_786","CDIF_SB_107","CDIF_SB_786",15246,"CDIF_SB_107","CDIF_SB_786",15246,0,0,0
"CDIF_SB_107||CDIF_SB_787","CDIF_SB_107","CDIF_SB_787",15082,"CDIF_SB_107","CDIF_SB_787",15082,0,0,0
"CDIF_SB_107||CDIF_SB_791","CDIF_SB_107","CDIF_SB_791",15251,"CDIF_SB_107","CDIF_SB_791",15251,0,0,0
"CDIF_SB_107||CDIF_SB_796","CDIF_SB_107","CDIF_SB_796",15246,"CDIF_SB_107","CDIF_SB_796",15246,0,0,0
"CDIF_SB_107||CDIF_SB_799","CDIF_SB_107","CDIF_SB_799",16455,"CDIF_SB_107","CDIF_SB_799",16455,0,0,0
"CDIF_SB_107||CDIF_SB_8","CDIF_SB_107","CDIF_SB_8",15249,"CDIF_SB_107","CDIF_SB_8",15249,0,0,0
"CDIF_SB_107||CDIF_SB_807","CDIF_SB_107","CDIF_SB_807",15351,"CDIF_SB_107","CDIF_SB_807",15351,0,0,0
"CDIF_SB_107||CDIF_SB_81","CDIF_SB_107","CDIF_SB_81",11048,"CDIF_SB_107","CDIF_SB_81",11048,0,0,0
"CDIF_SB_107||CDIF_SB_82","CDIF_SB_107","CDIF_SB_82",15249,"CDIF_SB_107","CDIF_SB_82",15249,0,0,0
"CDIF_SB_107||CDIF_SB_832","CDIF_SB_107","CDIF_SB_832",15246,"CDIF_SB_107","CDIF_SB_832",15246,0,0,0
"CDIF_SB_107||CDIF_SB_834","CDIF_SB_107","CDIF_SB_834",6386,"CDIF_SB_107","CDIF_SB_834",6386,0,0,0
"CDIF_SB_107||CDIF_SB_845","CDIF_SB_107","CDIF_SB_845",15250,"CDIF_SB_107","CDIF_SB_845",15250,0,0,0
"CDIF_SB_107||CDIF_SB_85","CDIF_SB_107","CDIF_SB_85",15403,"CDIF_SB_107","CDIF_SB_85",15403,0,0,0
"CDIF_SB_107||CDIF_SB_850","CDIF_SB_107","CDIF_SB_850",15250,"CDIF_SB_107","CDIF_SB_850",15250,0,0,0
"CDIF_SB_107||CDIF_SB_855","CDIF_SB_107","CDIF_SB_855",15085,"CDIF_SB_107","CDIF_SB_855",15085,0,0,0
"CDIF_SB_107||CDIF_SB_858","CDIF_SB_107","CDIF_SB_858",15361,"CDIF_SB_107","CDIF_SB_858",15361,0,0,0
"CDIF_SB_107||CDIF_SB_864","CDIF_SB_107","CDIF_SB_864",15228,"CDIF_SB_107","CDIF_SB_864",15228,0,0,0
"CDIF_SB_107||CDIF_SB_866","CDIF_SB_107","CDIF_SB_866",15363,"CDIF_SB_107","CDIF_SB_866",15363,0,0,0
"CDIF_SB_107||CDIF_SB_87","CDIF_SB_107","CDIF_SB_87",15245,"CDIF_SB_107","CDIF_SB_87",15245,0,0,0
"CDIF_SB_107||CDIF_SB_879","CDIF_SB_107","CDIF_SB_879",9410,"CDIF_SB_107","CDIF_SB_879",9410,0,0,0
"CDIF_SB_107||CDIF_SB_885","CDIF_SB_107","CDIF_SB_885",15247,"CDIF_SB_107","CDIF_SB_885",15247,0,0,0
"CDIF_SB_107||CDIF_SB_887","CDIF_SB_107","CDIF_SB_887",15246,"CDIF_SB_107","CDIF_SB_887",15246,0,0,0
"CDIF_SB_107||CDIF_SB_897","CDIF_SB_107","CDIF_SB_897",15248,"CDIF_SB_107","CDIF_SB_897",15248,0,0,0
"CDIF_SB_107||CDIF_SB_899","CDIF_SB_107","CDIF_SB_899",16317,"CDIF_SB_107","CDIF_SB_899",16317,0,0,0
"CDIF_SB_107||CDIF_SB_902","CDIF_SB_107","CDIF_SB_902",15253,"CDIF_SB_107","CDIF_SB_902",15253,0,0,0
"CDIF_SB_107||CDIF_SB_911","CDIF_SB_107","CDIF_SB_911",15253,"CDIF_SB_107","CDIF_SB_911",15253,0,0,0
"CDIF_SB_107||CDIF_SB_915","CDIF_SB_107","CDIF_SB_915",15251,"CDIF_SB_107","CDIF_SB_915",15251,0,0,0
"CDIF_SB_107||CDIF_SB_919","CDIF_SB_107","CDIF_SB_919",15229,"CDIF_SB_107","CDIF_SB_919",15229,0,0,0
"CDIF_SB_107||CDIF_SB_926","CDIF_SB_107","CDIF_SB_926",15939,"CDIF_SB_107","CDIF_SB_926",15939,0,0,0
"CDIF_SB_107||CDIF_SB_929","CDIF_SB_107","CDIF_SB_929",15231,"CDIF_SB_107","CDIF_SB_929",15231,0,0,0
"CDIF_SB_107||CDIF_SB_934","CDIF_SB_107","CDIF_SB_934",15249,"CDIF_SB_107","CDIF_SB_934",15249,0,0,0
"CDIF_SB_107||CDIF_SB_938","CDIF_SB_107","CDIF_SB_938",15253,"CDIF_SB_107","CDIF_SB_938",15253,0,0,0
"CDIF_SB_107||CDIF_SB_946","CDIF_SB_107","CDIF_SB_946",15249,"CDIF_SB_107","CDIF_SB_946",15249,0,0,0
"CDIF_SB_107||CDIF_SB_956","CDIF_SB_107","CDIF_SB_956",15779,"CDIF_SB_107","CDIF_SB_956",15779,0,0,0
"CDIF_SB_107||CDIF_SB_975","CDIF_SB_107","CDIF_SB_975",6447,"CDIF_SB_107","CDIF_SB_975",6447,0,0,0
"CDIF_SB_107||CDIF_SB_979","CDIF_SB_107","CDIF_SB_979",16313,"CDIF_SB_107","CDIF_SB_979",16313,0,0,0
"CDIF_SB_107||CDIF_SB_980","CDIF_SB_107","CDIF_SB_980",15082,"CDIF_SB_107","CDIF_SB_980",15082,0,0,0
"CDIF_SB_107||CDIF_SB_982","CDIF_SB_107","CDIF_SB_982",15252,"CDIF_SB_107","CDIF_SB_982",15252,0,0,0
"CDIF_SB_107||CDIF_SB_99","CDIF_SB_107","CDIF_SB_99",15234,"CDIF_SB_107","CDIF_SB_99",15234,0,0,0
"CDIF_SB_107||CDIF_SB_997","CDIF_SB_107","CDIF_SB_997",15263,"CDIF_SB_107","CDIF_SB_997",15263,0,0,0
"CDIF_SB_1077||CDIF_SB_1081","CDIF_SB_1077","CDIF_SB_1081",7701,"CDIF_SB_1077","CDIF_SB_1081",7701,0,0,0
"CDIF_SB_1077||CDIF_SB_109","CDIF_SB_1077","CDIF_SB_109",8418,"CDIF_SB_1077","CDIF_SB_109",8418,0,0,0
"CDIF_SB_1077||CDIF_SB_1094","CDIF_SB_1077","CDIF_SB_1094",9185,"CDIF_SB_1077","CDIF_SB_1094",9185,0,0,0
"CDIF_SB_1077||CDIF_SB_1099","CDIF_SB_1077","CDIF_SB_1099",7701,"CDIF_SB_1077","CDIF_SB_1099",7701,0,0,0
"CDIF_SB_1077||CDIF_SB_1104","CDIF_SB_1077","CDIF_SB_1104",19,"CDIF_SB_1077","CDIF_SB_1104",19,0,0,0
"CDIF_SB_1077||CDIF_SB_1109","CDIF_SB_1077","CDIF_SB_1109",29,"CDIF_SB_1077","CDIF_SB_1109",29,0,0,0
"CDIF_SB_1077||CDIF_SB_1112","CDIF_SB_1077","CDIF_SB_1112",14099,"CDIF_SB_1077","CDIF_SB_1112",14099,0,0,0
"CDIF_SB_1077||CDIF_SB_1113","CDIF_SB_1077","CDIF_SB_1113",13897,"CDIF_SB_1077","CDIF_SB_1113",13897,0,0,0
"CDIF_SB_1077||CDIF_SB_112","CDIF_SB_1077","CDIF_SB_112",7687,"CDIF_SB_1077","CDIF_SB_112",7687,0,0,0
"CDIF_SB_1077||CDIF_SB_1125","CDIF_SB_1077","CDIF_SB_1125",11037,"CDIF_SB_1077","CDIF_SB_1125",11037,0,0,0
"CDIF_SB_1077||CDIF_SB_1144","CDIF_SB_1077","CDIF_SB_1144",16,"CDIF_SB_1077","CDIF_SB_1144",16,0,0,0
"CDIF_SB_1077||CDIF_SB_1150","CDIF_SB_1077","CDIF_SB_1150",36,"CDIF_SB_1077","CDIF_SB_1150",36,0,0,0
"CDIF_SB_1077||CDIF_SB_1168","CDIF_SB_1077","CDIF_SB_1168",37,"CDIF_SB_1077","CDIF_SB_1168",37,0,0,0
"CDIF_SB_1077||CDIF_SB_1174","CDIF_SB_1077","CDIF_SB_1174",8263,"CDIF_SB_1077","CDIF_SB_1174",8263,0,0,0
"CDIF_SB_1077||CDIF_SB_1175","CDIF_SB_1077","CDIF_SB_1175",9185,"CDIF_SB_1077","CDIF_SB_1175",9185,0,0,0
"CDIF_SB_1077||CDIF_SB_1178","CDIF_SB_1077","CDIF_SB_1178",10258,"CDIF_SB_1077","CDIF_SB_1178",10258,0,0,0
"CDIF_SB_1077||CDIF_SB_1179","CDIF_SB_1077","CDIF_SB_1179",9185,"CDIF_SB_1077","CDIF_SB_1179",9185,0,0,0
"CDIF_SB_1077||CDIF_SB_1186","CDIF_SB_1077","CDIF_SB_1186",31,"CDIF_SB_1077","CDIF_SB_1186",31,0,0,0
"CDIF_SB_1077||CDIF_SB_120","CDIF_SB_1077","CDIF_SB_120",21,"CDIF_SB_1077","CDIF_SB_120",21,0,0,0
"CDIF_SB_1077||CDIF_SB_1203","CDIF_SB_1077","CDIF_SB_1203",9248,"CDIF_SB_1077","CDIF_SB_1203",9248,0,0,0
"CDIF_SB_1077||CDIF_SB_1206","CDIF_SB_1077","CDIF_SB_1206",20,"CDIF_SB_1077","CDIF_SB_1206",20,0,0,0
"CDIF_SB_1077||CDIF_SB_1216","CDIF_SB_1077","CDIF_SB_1216",8471,"CDIF_SB_1077","CDIF_SB_1216",8471,0,0,0
"CDIF_SB_1077||CDIF_SB_1221","CDIF_SB_1077","CDIF_SB_1221",11,"CDIF_SB_1077","CDIF_SB_1221",11,0,0,0
"CDIF_SB_1077||CDIF_SB_1224","CDIF_SB_1077","CDIF_SB_1224",14,"CDIF_SB_1077","CDIF_SB_1224",14,0,0,0
"CDIF_SB_1077||CDIF_SB_1227","CDIF_SB_1077","CDIF_SB_1227",47,"CDIF_SB_1077","CDIF_SB_1227",47,0,0,0
"CDIF_SB_1077||CDIF_SB_1234","CDIF_SB_1077","CDIF_SB_1234",29,"CDIF_SB_1077","CDIF_SB_1234",29,0,0,0
"CDIF_SB_1077||CDIF_SB_1237","CDIF_SB_1077","CDIF_SB_1237",8795,"CDIF_SB_1077","CDIF_SB_1237",8795,0,0,0
"CDIF_SB_1077||CDIF_SB_1240","CDIF_SB_1077","CDIF_SB_1240",6153,"CDIF_SB_1077","CDIF_SB_1240",6153,0,0,0
"CDIF_SB_1077||CDIF_SB_1242","CDIF_SB_1077","CDIF_SB_1242",3,"CDIF_SB_1077","CDIF_SB_1242",3,0,0,0
"CDIF_SB_1077||CDIF_SB_1247","CDIF_SB_1077","CDIF_SB_1247",14153,"CDIF_SB_1077","CDIF_SB_1247",14153,0,0,0
